index,gid,status,language,reviewer,dateText,rating,title,reviewText,suggestedResponse
61,taur:1042990575,ready,en,ssW3622WI,"Dec 19, 2025",5.0 of 5 bubbles,"A special experience from the moment you step inside. Everything from the staff, venue and the art itself encourages you to slow down and leave the stressful world behind. Truly an escape in the middle of the busy city, I hope to be able to visit again soon.","A special experience from the moment you step inside. Everything from the staff, venue and the art itself encourages you to slow down and leave the stressful world behind. Truly an escape in the middle of the busy city, I hope to be able to visit again soon.",Thank you for sharing your experience with us. We appreciate you noticing the welcome as well. Thank you for spending time with us.
62,taur:1042466269,ready,en,timhT135MH,"Dec 14, 2025",5.0 of 5 bubbles,"A completely beautful and thoroughly memorable experience which I’d recommend to anyone wanting deep-felt release from day-to-day pressures. Malin & Gustav’s fabric and light installations were mesmerising. The accompanying breathwork was so beneficial, you cannot help but completely unplug. It felt so revitalising not to be checking my phone every two minutes about the latest worldwide catastrophe; I felt I had licence to switch off and just breathe and....be.","A completely beautful and thoroughly memorable experience which I’d recommend to anyone wanting deep-felt release from day-to-day pressures. Malin & Gustav’s fabric and light installations were mesmerising. The accompanying breathwork was so beneficial, you cannot help but completely unplug. It felt so revitalising not to be checking my phone every two minutes about the latest worldwide catastrophe; I felt I had licence to switch off and just breathe and....be.

I felt thoroughly trippy and relaxed afterwards! Also - this has to be the most value-for-money immersive experience in Stockholm - you are encouraged to stay as long as you like.

Thank you to lovely host Kassa for making us feel so welcome, taking time to explain the work. Absolutely recommended. ❤️","Thank you for taking the time to write. It is lovely to hear that the woven works, light and music came together for you. Thank you for spending time with us."
63,taur:1042176391,ready,sv,LottaJR,"Dec 11, 2025",5.0 of 5 bubbles,"Magisk upplevelse från stressigt vardagskaos och en lokal som granne med tunnelbanehallen finns plötsligt andrummet, stillheten. Musiken, konsten, färgerna och ljuset som bara fick mig att stanna upp, bara vara och landa!","Magisk upplevelse från stressigt vardagskaos och en lokal som granne med tunnelbanehallen finns plötsligt andrummet, stillheten. Musiken, konsten, färgerna och ljuset som bara fick mig att stanna upp, bara vara och landa!",Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
64,taur:1042053091,ready,en,Climber47453351882,"Dec 10, 2025",5.0 of 5 bubbles,A performing arts lover? or the one trying to be a performing artist? I'd say this place is a MUST visit place.,"A performing arts lover? or the one trying to be a performing artist? I'd say this place is a MUST visit place.

You might be feeling overwhelmed at the moment.

You might be stressed and want to dig a hole and dive into it.

Then visit this place.",Thank you for these generous words. We are glad the experience found its way to you. Thank you for spending time with us.
65,taur:1041640385,ready,en,622farnazm,"Dec 7, 2025",5.0 of 5 bubbles,"Very beautiful calming experience , I wish the place was bigger, I didn’t want it to end.","Very beautiful calming experience , I wish the place was bigger, I didn’t want it to end.

It’s a perfect experience for those who want to escape from the daily chaos for a while.",Thank you for sharing your experience with us. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
66,taur:1040824862,ready,en,Schmudkr,"Nov 30, 2025",5.0 of 5 bubbles,"The art installations were very unique and beautiful. Paired with the music and breathing soundtrack, it was also very relaxing. They were inspired by the body and with the optic fiber lights in the darkness, each one evokes different views. The two artists created something wonderful together.","The art installations were very unique and beautiful. Paired with the music and breathing soundtrack, it was also very relaxing. They were inspired by the body and with the optic fiber lights in the darkness, each one evokes different views. The two artists created something wonderful together.

Great activity to do to slow down and practice mindfulness. The main room has been made cozy with a sofa and lots of cushions, pillows, and blankets. Even for individuals who struggle to slow down like myself, there’s enough visual stimulation to help you take the time to slow down.",Thank you for taking the time to write. We are glad the final room gave you time to settle and stay a while. Thank you for spending time with us.
67,taur:1040536258,ready,en,533mollyw,"Nov 27, 2025",5.0 of 5 bubbles,Very cool exhibit! I loved the concept. The last room is so cozy and able to provide a relief from the busy city. I even fell asleep in that room after looking at the installation and being so relaxed by the sounds and visuals.,Very cool exhibit! I loved the concept. The last room is so cozy and able to provide a relief from the busy city. I even fell asleep in that room after looking at the installation and being so relaxed by the sounds and visuals.,Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for visiting.
68,taur:1039944691,ready,sv,Roving48818703358,"Nov 22, 2025",5.0 of 5 bubbles,"En färgsprakande, organisk, kreativ och lugnande meditativ upplevelse för kropp och knopp. Andetaget för dig på en egen resa.","En färgsprakande, organisk, kreativ och lugnande meditativ upplevelse för kropp och knopp. Andetaget för dig på en egen resa.",Tack för att du ville skriva om ditt besök. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
69,taur:1039728233,ready,sv,958tintinf,"Nov 20, 2025",5.0 of 5 bubbles,Underbar plats för stillhet och att vara i sig med sin andning! Att finna andning i sig själv och ändå tillsammans världen över❤️,Underbar plats för stillhet och att vara i sig med sin andning! Att finna andning i sig själv och ändå tillsammans världen över❤️,Tack för att du tog dig tid att skriva. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
70,taur:1039618899,ready,en,LoveTravel590199,"Nov 19, 2025",5.0 of 5 bubbles,AMAZING. The best. 🌈. Wanna go every day.,"AMAZING. The best. 🌈. Wanna go every day.

Come here with friends, alone or with a love.

Peaceful and breathgiving. Loved it.",Thank you for taking the time to write. We are glad the experience found its way to you. Thank you for visiting.
71,taur:1039605853,ready,sv,linno359,"Nov 19, 2025",5.0 of 5 bubbles,"Fascinerande, mjuk och lugn upplevelse! Rekommenderar! Jag var där dagtid vardag vilket var skönt för det var väldigt lugnt i lokalen.","Fascinerande, mjuk och lugn upplevelse! Rekommenderar! Jag var där dagtid vardag vilket var skönt för det var väldigt lugnt i lokalen.",Tack för att du tog dig tid att skriva. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
72,taur:1039320693,ready,en,565patrikg,"Nov 17, 2025",5.0 of 5 bubbles,A brilliant and unique visualization of the core of the human condition. Makes you awe over what it is to be human. Must see when in Stockholm!,A brilliant and unique visualization of the core of the human condition. Makes you awe over what it is to be human. Must see when in Stockholm!,Thank you for these generous words. We are glad the experience found its way to you. Thank you for visiting.
73,taur:1039316045,ready,sv,791intev,"Nov 17, 2025",5.0 of 5 bubbles,"I en vardag av konstant press och fokus på överlevnad är det lätt att glömma bort att verkligen andas. Att ligga i musrymmet med filt och kudde och bevittna ljusshowen och andningen från konstverken tjänade till att få mig tillbaka till mig själv ett tag, och jag lämnade lokalerna avslappnad och lättare inombords.","I en vardag av konstant press och fokus på överlevnad är det lätt att glömma bort att verkligen andas. Att ligga i musrymmet med filt och kudde och bevittna ljusshowen och andningen från konstverken tjänade till att få mig tillbaka till mig själv ett tag, och jag lämnade lokalerna avslappnad och lättare inombords.",Tack för att du ville skriva om ditt besök. Vi blir glada att sista rummet fick ge dig tid att landa. Tack för att du delade stunden med oss.
74,taur:1038059185,ready,sv,Sanamu,"Nov 7, 2025",5.0 of 5 bubbles,"Det var en upplevelse för alla sinnen, konstnärlig och meditativ, oerhört vacker. En plats att varva ner på och vara i andetagen. Tack!","Det var en upplevelse för alla sinnen, konstnärlig och meditativ, oerhört vacker. En plats att varva ner på och vara i andetagen. Tack!",Tack för att du ville skriva om ditt besök. Fint att upplevelsen fick landa hos dig. Varmt tack för besöket.
75,taur:1037972878,ready,en,saralD7035MR,"Nov 6, 2025",5.0 of 5 bubbles,Amazing experience everyone should go and take a deep breath here.....,"Amazing experience everyone should go and take a deep breath here.....

..........................................................................................................................",Thank you for sharing your experience with us. We are glad the experience found its way to you. Thank you for spending time with us.
76,taur:1037970529,ready,sv,Theswedishguest,"Nov 6, 2025",5.0 of 5 bubbles,"Fantastisk upplevelse. Önskar jag kunde få den en stund varje dag. Det var perfekt efter en arbetsdag, kom ut med ett lugn och en hel annan känsla än jag gick in med.","Fantastisk upplevelse. Önskar jag kunde få den en stund varje dag. Det var perfekt efter en arbetsdag, kom ut med ett lugn och en hel annan känsla än jag gick in med.",Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du kom.
77,taur:1037970527,ready,sv,theresee922,"Nov 6, 2025",5.0 of 5 bubbles,"Fantastisk upplevelse!! Rekommenderar varmt ett besök. Lungt, vackert, häftigt. Många adjektiv kan beskriva upplevelsen","Fantastisk upplevelse!! Rekommenderar varmt ett besök. Lungt, vackert, häftigt. Många adjektiv kan beskriva upplevelsen",Tack för dina ord och för att du delade upplevelsen. Fint att upplevelsen fick landa hos dig. Tack för att du delade stunden med oss.
78,taur:1037741646,ready,sv,lilianh837,"Nov 4, 2025",5.0 of 5 bubbles,Helt magiskt att kliva in i en annan värld för en stund. Häng med i andetaget och släpp taget ❤️🙏 Fina gåvor att köpa till sig själv eller någon annan 🤗,Helt magiskt att kliva in i en annan värld för en stund. Häng med i andetaget och släpp taget ❤️🙏 Fina gåvor att köpa till sig själv eller någon annan 🤗,Tack för dina ord och för att du delade upplevelsen. Fint att upplevelsen fick landa hos dig. Tack för att du delade stunden med oss.
79,taur:1037562610,ready,sv,sandrabA7818TF,"Nov 3, 2025",5.0 of 5 bubbles,Måste ha varit den vackraste och mest välgörande utställningen jag varit på. Rekommenderar verkligen! Det passar minst lika bra att gå dit ensam.,Måste ha varit den vackraste och mest välgörande utställningen jag varit på. Rekommenderar verkligen! Det passar minst lika bra att gå dit ensam.,Tack för att du tog dig tid att skriva. Fint att upplevelsen fick landa hos dig. Tack för att du kom.
80,taur:1037143586,ready,en,415ragnhildg,"Oct 31, 2025",5.0 of 5 bubbles,"We had the most wonderful experience in the exhibition Andetag by Malin and Gustav Tadaa. Time stood still - we were all three (including an 11 year old daughter) moved to a deep level of relaxation and tapping into a sub conscious state, it was a form of luxurious meditation with the immensely beautiful glowing pieces. 100 % mesmerizing! A must see and experience.","We had the most wonderful experience in the exhibition Andetag by Malin and Gustav Tadaa. Time stood still - we were all three (including an 11 year old daughter) moved to a deep level of relaxation and tapping into a sub conscious state, it was a form of luxurious meditation with the immensely beautiful glowing pieces. 100 % mesmerizing! A must see and experience.",Thank you for sharing your experience with us. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for being with the work.
81,taur:1036434002,ready,sv,lol873,"Oct 26, 2025",5.0 of 5 bubbles,"Ja det var verkligen en uppslukande och en väldigt fin och vacker upplevelse tillsammans med de övriga som var där, inte likt något annat vi varit på. Vi = jag pensionär, min dotter 34 samt barnbarn, 12 år.","Ja det var verkligen en uppslukande och en väldigt fin och vacker upplevelse tillsammans med de övriga som var där, inte likt något annat vi varit på. Vi = jag pensionär, min dotter 34 samt barnbarn, 12 år.

Hur kom man på denna annorlunda, välarbetade och berörande installation, mycket begåvad. Imponerande! Önskade jag jobbade i närheten för då skulle jag gå dit ofta och nollställa mina tankar och ta ett djupt andetag.",Tack för att du tog dig tid att skriva. Fint att upplevelsen fick landa hos dig. Varmt tack för besöket.
82,taur:1036365088,ready,en,DayTrip36892708826,"Oct 25, 2025",5.0 of 5 bubbles,Highlight of my visit to Stockholm - a genuinely beautiful and brilliant immersive art experience. It took us a little while to find the place - it’s in the underground station. But it was well worth it.,Highlight of my visit to Stockholm - a genuinely beautiful and brilliant immersive art experience. It took us a little while to find the place - it’s in the underground station. But it was well worth it.,"Thank you for sharing your experience with us. It is lovely to hear that the light, music and rhythm came together for you. Thank you for being with the work."
83,taur:1036324091,ready,sv,betinac505,"Oct 25, 2025",5.0 of 5 bubbles,Jeg har sjeldent følt meg så rolig. Utrolig gode de som jobber der og det er virkelig ett sted du kan sette deg ned å bare puste. Noe av det vakreste jeg har sett.,"Jeg har sjeldent følt meg så rolig. Utrolig gode de som jobber der og det er virkelig ett sted du kan sette deg ned å bare puste. Noe av det vakreste jeg har sett.

Hilsen en fra Norge",Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du kom.
84,taur:1036290412,ready,sv,Lotta D,"Oct 25, 2025",5.0 of 5 bubbles,"En vacker, fascinerande och berörande upplevelse. Jag landade i mig själv. Rekommenderas för den stressade storstadsmänniskan, eller den nyfikne. Konstverken upplevs organiska.","En vacker, fascinerande och berörande upplevelse. Jag landade i mig själv. Rekommenderas för den stressade storstadsmänniskan, eller den nyfikne. Konstverken upplevs organiska.",Tack för att du tog dig tid att skriva. Fint att upplevelsen fick landa hos dig. Tack för att du kom.
85,taur:1036226084,ready,sv,708karind,"Oct 24, 2025",5.0 of 5 bubbles,Spännande och inspirerande upplevelse med konst tillverkad av intressanta material och fin musik. I sista rummet kunde man koppla av riktigt länge.,Spännande och inspirerande upplevelse med konst tillverkad av intressanta material och fin musik. I sista rummet kunde man koppla av riktigt länge.,Tack för att du ville skriva om ditt besök. Vi blir glada att sista rummet fick ge dig tid att landa. Tack för att du kom.
86,taur:1036207106,ready,sv,509birgittat,"Oct 24, 2025",4.0 of 5 bubbles,Imponerande konstverk och teknologi där du får möjlighet att stanna upp och ta del av alla skiftningar som för varje sekund är unika och aldrig återkommer med exakt samma uttryck!,Imponerande konstverk och teknologi där du får möjlighet att stanna upp och ta del av alla skiftningar som för varje sekund är unika och aldrig återkommer med exakt samma uttryck!,Tack för att du tog dig tid att skriva. Fint att upplevelsen fick landa hos dig. Sådan återkoppling hjälper oss att se verket tydligare från besökarens sida. Tack för besöket.
87,taur:1036193200,ready,sv,253karin_,"Oct 24, 2025",5.0 of 5 bubbles,"Det var som att komma till en annan, underbar värld, en trygg plats omgiven av textilkonstverk. Ett stort lugn alldeles intill den intensiva miljön i T-banan.","Det var som att komma till en annan, underbar värld, en trygg plats omgiven av textilkonstverk. Ett stort lugn alldeles intill den intensiva miljön i T-banan.

Känner mig uppfylld av stämningen, ljudupplevelsen och de lugna andetag som konstverket inspirerade till.",Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du kom.
88,taur:1036192407,ready,sv,749jennyj,"Oct 24, 2025",5.0 of 5 bubbles,"En sällsam upplevelse! Mitt i stadens liv och larm finns denna fristad för att bara andas. Konstnärerna Malin och Gustav har skapat något unikt, där många sinnen aktiveras och får stillhet.","En sällsam upplevelse! Mitt i stadens liv och larm finns denna fristad för att bara andas. Konstnärerna Malin och Gustav har skapat något unikt, där många sinnen aktiveras och får stillhet.",Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Varmt tack för besöket.
89,taur:1036191766,ready,sv,nillanb,"Oct 24, 2025",5.0 of 5 bubbles,En stund för återhämtning och påfyllnad. En paus från bruset. Vackert och märkligt. Ta dig tid att släppa taget och låta dig landa.,En stund för återhämtning och påfyllnad. En paus från bruset. Vackert och märkligt. Ta dig tid att släppa taget och låta dig landa.,Tack för att du tog dig tid att skriva. Fint att upplevelsen fick landa hos dig. Varmt tack för besöket.
90,taur:1035957292,ready,en,katherinedH3831WK,"Oct 22, 2025",5.0 of 5 bubbles,"Very cool experience, the larger room with the pillows and blanket were very grounding and comforting. After a long day of traveling it was a nice reset","Very cool experience, the larger room with the pillows and blanket were very grounding and comforting. After a long day of traveling it was a nice reset",Thank you for these generous words. We are glad the final room gave you time to settle and stay a while. Thank you for spending time with us.
91,taur:1035386587,ready,sv,Sofia L,"Oct 18, 2025",4.0 of 5 bubbles,"Väldigt mysigt ställe, det tog dock ett tag att hitta dit. Helhetsupplevelsen är bra, ett lugn som lägger sig i princip över själen. Men, det är bara tre ”rum” man går in i. I och med att inträdet är ca 200 per person hade man kunnat önska ett större utbud än vad som finns.","Väldigt mysigt ställe, det tog dock ett tag att hitta dit. Helhetsupplevelsen är bra, ett lugn som lägger sig i princip över själen. Men, det är bara tre ”rum” man går in i. I och med att inträdet är ca 200 per person hade man kunnat önska ett större utbud än vad som finns.

Sista rummet var helt underbart, såg många som somnade och var själv nära på det. Så otroligt avslappnande upplevelse.","Tack för att du tog dig tid att skriva. Fint att så mycket ändå nådde fram, och tack också för att du sätter ord på att upplevelsen kändes mindre än du hade väntat dig. Sådan återkoppling hjälper oss att se verket tydligare från besökarens sida. Tack för besöket."
92,taur:1034967502,ready,sv,evalenah2014,"Oct 15, 2025",5.0 of 5 bubbles,Tänk att få uppleva denna magiska ljud och ljuskonst mitt i centrala Stockholm i Hötorgets tunnelbana. Stänga ute bruset en lång stund och sjunka in i andningens magiska värld. Detta måste bara upplevas! Du kommer ångra dig om du inte tar dig tid att uppleva denna magiska ljus och ljuskonst. Värt ett stopp eller varför inte två. Gå dit och få meditativ upplevelse du kommer inte ångra dig!,Tänk att få uppleva denna magiska ljud och ljuskonst mitt i centrala Stockholm i Hötorgets tunnelbana. Stänga ute bruset en lång stund och sjunka in i andningens magiska värld. Detta måste bara upplevas! Du kommer ångra dig om du inte tar dig tid att uppleva denna magiska ljus och ljuskonst. Värt ett stopp eller varför inte två. Gå dit och få meditativ upplevelse du kommer inte ångra dig!,"Tack för dina ord och för att du delade upplevelsen. Fint att ljuset, musiken och rytmen fick bära upplevelsen för dig. Tack för att du kom."
93,taur:1034961635,ready,en,jennylP5013JC,"Oct 15, 2025",5.0 of 5 bubbles,Highly recommend for self care and for couples to detach from reality 🖤 i spent 90 min and could have easily spent longer but I wanted to share with others,Highly recommend for self care and for couples to detach from reality 🖤 i spent 90 min and could have easily spent longer but I wanted to share with others,Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for visiting.
94,taur:1034961540,ready,sv,nathaliep280,"Oct 15, 2025",5.0 of 5 bubbles,"Helt magiskt. 💫 Att kliva in i en tryggt, rofyllt rum och bara få vara, andas och ta in form, ljud och ljus. Hit vill jag komma igen!","Helt magiskt. 💫 Att kliva in i en tryggt, rofyllt rum och bara få vara, andas och ta in form, ljud och ljus. Hit vill jag komma igen!",Tack för att du tog dig tid att skriva. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
95,taur:1032666239,ready,sv,ingridpK5208DG,"Sep 29, 2025",5.0 of 5 bubbles,"En fantastisk upplevelse som rekommenderas varmt. Låt dig ledas in i en värld som saktar in och du med den. Andas, andas, andas. Det är allt du behöver göra.","En fantastisk upplevelse som rekommenderas varmt. Låt dig ledas in i en värld som saktar in och du med den. Andas, andas, andas. Det är allt du behöver göra.",Tack för dina ord och för att du delade upplevelsen. Fint att upplevelsen fick landa hos dig. Tack för att du kom.
96,taur:1032217398,ready,en,claudiamH6775GV,"Sep 26, 2025",5.0 of 5 bubbles,"A magical, cool art exhibition—immersive, inspiring, and bursting with creative wonder.","A magical, cool art exhibition—immersive, inspiring, and bursting with creative wonder.

I loved it so much! Thank you",Thank you for sharing your experience with us. We are glad the experience found its way to you. Thank you for visiting.
97,taur:1031943019,ready,sv,698brittmariel,"Sep 24, 2025",4.0 of 5 bubbles,"Som någon redan skrivit, spa för själen. Vackra konstverk och ljusinstallationerna gör dem helt fantastiska. Ingen stor utställning men sista rummet räcker mer än väl. Att ligga på golvet med kuddar och titta på konstverken i mörkret, lyssna på andetagen är så avslappnande. Rekommenderar verkligen ett besök som upplevelse och sänka stressnivån.","Som någon redan skrivit, spa för själen. Vackra konstverk och ljusinstallationerna gör dem helt fantastiska. Ingen stor utställning men sista rummet räcker mer än väl. Att ligga på golvet med kuddar och titta på konstverken i mörkret, lyssna på andetagen är så avslappnande. Rekommenderar verkligen ett besök som upplevelse och sänka stressnivån.",Tack för att du tog dig tid att skriva. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Sådan återkoppling hjälper oss att se verket tydligare från besökarens sida. Tack för besöket.
98,taur:1031478285,ready,en,191JenniferC,"Sep 21, 2025",5.0 of 5 bubbles,"Staying a couple of days in stockholm, looked at TripAdvisor for things to do and this was very near where we were so decided to give it a go.","Staying a couple of days in stockholm, looked at TripAdvisor for things to do and this was very near where we were so decided to give it a go.

Didn't really know what to expect but as soon as we walked in we were made to feel extremely comfortable and relaxed.

The exhibition is nothing like we'd done before but that's what is amazing about it, it's hard to describe in words so I won't try.

We loved it. Only spent around 25 minutes inside but left relaxed and certainly gave us something to talk about.",Thank you for taking the time to write. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
99,taur:1030031744,ready,sv,T3017XRlindat,"Sep 12, 2025",5.0 of 5 bubbles,"Fantastisk fantastisk fantastisk upplevelse. Jag kom in stressad och efter utmanande dagar och kände mig nyduschad och helt återupplivad efter mitt besök här. Så vacker konst och otroligt mycket man går igenom under tiden. Väldigt emotionellt. Så härligt att mötas av en person med harmonisk energi också det första man gör, den trevliga mörkhåriga tjejen gav en jättefin presentation. Och fint samtal efteråt. Kommer gärna tillbaka.","Fantastisk fantastisk fantastisk upplevelse. Jag kom in stressad och efter utmanande dagar och kände mig nyduschad och helt återupplivad efter mitt besök här. Så vacker konst och otroligt mycket man går igenom under tiden. Väldigt emotionellt. Så härligt att mötas av en person med harmonisk energi också det första man gör, den trevliga mörkhåriga tjejen gav en jättefin presentation. Och fint samtal efteråt. Kommer gärna tillbaka.",Tack för dina ord och för att du delade upplevelsen. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du delade stunden med oss.
100,taur:1030004261,ready,sv,marinafH4228YM,"Sep 12, 2025",5.0 of 5 bubbles,"Fantastiskt meditativ och vacker upplevelse, både visuellt och med musik och andetag! Kommer tillbaka och rekommenderas varmt!","Fantastiskt meditativ och vacker upplevelse, både visuellt och med musik och andetag! Kommer tillbaka och rekommenderas varmt!","Tack för att du ville skriva om ditt besök. Fint att ljuset, musiken och rytmen fick bära upplevelsen för dig. Varmt tack för besöket."
101,taur:1030004211,ready,sv,Dreamer26607964922,"Sep 12, 2025",5.0 of 5 bubbles,Avslappnande och samtidigt omslutande upplevelse utan krav. Väldigt vackert! Och skönt att slippa tidspress när man gick runt.,Avslappnande och samtidigt omslutande upplevelse utan krav. Väldigt vackert! Och skönt att slippa tidspress när man gick runt.,Tack för att du ville skriva om ditt besök. Det betyder mycket att platsen fick bli ett lugnt avbrott mitt i stadens tempo. Tack för att du kom.
102,taur:1029747452,ready,en,221anettel,"Sep 10, 2025",5.0 of 5 bubbles,Amazing what light sound and form can give you such feeling. You gotta try it!! You get an experience in all sences. My warmest recommendation.,Amazing what light sound and form can give you such feeling. You gotta try it!! You get an experience in all sences. My warmest recommendation.,"Thank you for taking the time to write. It is lovely to hear that the light, music and rhythm came together for you. Thank you for visiting."
103,taur:1029663533,ready,en,fannyn954,"Sep 10, 2025",5.0 of 5 bubbles,Amazing!!!! I left feeling so relaxed and inspired. I was there for a dance event and it was so cool to be surrounded by the breathing art while being in movement.,Amazing!!!! I left feeling so relaxed and inspired. I was there for a dance event and it was so cool to be surrounded by the breathing art while being in movement.,Thank you for sharing your experience with us. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
104,taur:1029029511,ready,en,simurghe2025,"Sep 6, 2025",5.0 of 5 bubbles,"It helped me to be fully present and experience a unique mode of interaction with the space and the artifacts. Also super stimulating visually and mentally. I had fun, and enjoyed it a lot so I highly recommend a visit.","It helped me to be fully present and experience a unique mode of interaction with the space and the artifacts. Also super stimulating visually and mentally. I had fun, and enjoyed it a lot so I highly recommend a visit.",Thank you for these generous words. We are glad the experience found its way to you. Thank you for visiting.
105,taur:1028923793,ready,en,J4366RQmichelleg,"Sep 5, 2025",5.0 of 5 bubbles,Such a beautiful immersive experience. Really took me out of my mind and out of the city into a deep visceral place. I’d recommend this to anybody wanted to do something different and come back to their body and breathe through art.,Such a beautiful immersive experience. Really took me out of my mind and out of the city into a deep visceral place. I’d recommend this to anybody wanted to do something different and come back to their body and breathe through art.,Thank you for taking the time to write. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
106,taur:1028923716,ready,en,leowZ3473WJ,"Sep 5, 2025",5.0 of 5 bubbles,Wow. Simply wow.,"Wow. Simply wow.

I gave it to my partner and her friend as a surprise friday after work.

We all arrived more or less stressed, and left totally blessed.",Thank you for taking the time to write. We are glad the experience found its way to you. Thank you for spending time with us.
107,taur:1028904577,ready,sv,Ingrid G,"Sep 5, 2025",5.0 of 5 bubbles,"Fantastiskt, avstressande, omslutande och vackert. Vi stannade 45 minuter och njöt av varje minut.","Fantastiskt, avstressande, omslutande och vackert. Vi stannade 45 minuter och njöt av varje minut.

Kan verkligen rekommendera upplevelsen.",Tack för dina ord och för att du delade upplevelsen. Fint att upplevelsen fick landa hos dig. Tack för att du kom.
108,taur:1028902058,ready,en,Noybta,"Sep 5, 2025",5.0 of 5 bubbles,I didn’t know what to expect but this was really something. My favourite artwork of the last decade! Coming on my own - and being lucky to have it to myself for most of the time was perfect. Meditative beautiful creepy sexy organic other worldly. Stay and listen to as many of the 12 pieces in the final room as you can - each has a different character. Apparently there’s even an app to use as a small reminder. Definitely visit - highly recommended!,I didn’t know what to expect but this was really something. My favourite artwork of the last decade! Coming on my own - and being lucky to have it to myself for most of the time was perfect. Meditative beautiful creepy sexy organic other worldly. Stay and listen to as many of the 12 pieces in the final room as you can - each has a different character. Apparently there’s even an app to use as a small reminder. Definitely visit - highly recommended!,Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for being with the work.
109,taur:1028358268,ready,en,779gretac,"Sep 3, 2025",5.0 of 5 bubbles,"This was a magical, outworldly and mystical experience. I am so grateful for this and I felt so calm, held and relaxed the whole time. Hope this place continius existing for everyone to experience ❤️ much love","This was a magical, outworldly and mystical experience. I am so grateful for this and I felt so calm, held and relaxed the whole time. Hope this place continius existing for everyone to experience ❤️ much love",Thank you for taking the time to write. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
110,taur:1028343572,ready,en,matilder467,"Sep 3, 2025",5.0 of 5 bubbles,It was a good one. I like the art. I want to stay. I want to breath. More. It feels like am not breathing. Am getting aware of my own breath. How hyper I am. I want to breath,It was a good one. I like the art. I want to stay. I want to breath. More. It feels like am not breathing. Am getting aware of my own breath. How hyper I am. I want to breath,Thank you for these generous words. We are glad the experience found its way to you. Thank you for spending time with us.
111,taur:1028343567,ready,sv,Flyer03514302719,"Sep 3, 2025",5.0 of 5 bubbles,"Ett andrum mitt i innerstadens stress, kan verkligen rekommendera denna upplevelse till alla som behöver koppla bort","Ett andrum mitt i innerstadens stress, kan verkligen rekommendera denna upplevelse till alla som behöver koppla bort",Tack för dina ord och för att du delade upplevelsen. Fint att upplevelsen fick landa hos dig. Varmt tack för besöket.
112,taur:1027812423,ready,en,ClemL1,"Aug 31, 2025",5.0 of 5 bubbles,"A unique, creative expression and a colourful, beautiful, and relaxing experience - a great way to stop, unwind and reflect in the city.","A unique, creative expression and a colourful, beautiful, and relaxing experience - a great way to stop, unwind and reflect in the city.",Thank you for sharing your experience with us. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for being with the work.
113,taur:1027705450,ready,en,795alexiab,"Aug 30, 2025",5.0 of 5 bubbles,"Expérience incroyable, reposante, permettant de se connecter à soi à travers la respiration et l’art lumineux de Gustaf et Malin. Un grand merci et bravo à eux !!","Expérience incroyable, reposante, permettant de se connecter à soi à travers la respiration et l’art lumineux de Gustaf et Malin. Un grand merci et bravo à eux !!",Thank you for these generous words. It means a great deal that the space could offer a quiet pause inside the pace of the city. Thank you for spending time with us.
